company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
Melton PLC,0,42,0,4,0,1,1
Hoover-Bradley,0,38,1,12,1,1,1
"Goodman, Jackson and Richmond",1,7,0,7,1,0,0
"Young, Ward and Garcia",0,38,1,5,0,1,1
"Henderson, Mclean and Woods",0,20,1,10,0,1,0
"Thomas, Stone and Glass",1,12,1,11,1,1,0
Shaw-White,1,21,1,8,1,0,0
Hunter-Rogers,1,32,1,4,1,0,0
Baker and Sons,1,9,1,16,1,1,0
Harris LLC,1,43,0,10,0,1,1
Carter LLC,1,16,1,3,0,0,1
Grant-Garcia,0,20,0,20,1,0,1
Frost Inc,1,43,1,7,0,0,0
Taylor and Sons,0,34,1,0,0,1,0
Guerrero LLC,1,28,1,8,0,0,0
"Martinez, Nelson and Davis",1,4,1,13,0,0,1
Williams-Cook,1,43,1,10,0,0,1
Wiggins Group,1,47,1,12,1,1,1
Porter-Atkinson,1,36,0,0,0,0,1
Swanson Inc,1,0,1,17,0,0,1
Petersen PLC,1,39,1,1,1,1,0
"Dominguez, Bennett and Thornton",1,5,0,4,1,1,1
"Allison, Miller and Patrick",0,9,1,19,0,1,1
Riley-Howard,1,23,0,3,1,1,1
Trujillo-Carter,1,8,0,20,1,1,1
"Vasquez, Green and Pham",0,47,0,6,0,0,1
Henderson Ltd,0,11,1,3,1,0,1
Rodriguez PLC,1,47,1,19,0,0,1
"George, Hernandez and Boyle",1,34,1,6,1,1,0
"Waller, Castillo and Franklin",0,27,0,9,1,1,0
"Rodriguez, Williams and Rogers",0,22,1,17,0,1,1
Lee-Reid,0,21,1,8,0,1,1
"Oconnor, Henson and Conway",0,28,0,4,1,1,0
Mills-Holt,1,42,0,17,1,1,1
"Perez, Valenzuela and Trevino",0,23,1,16,1,0,1
"Jackson, Townsend and Rose",1,22,1,12,0,1,0
"Meyers, Ryan and Schultz",1,16,0,18,0,1,1
Morris and Sons,1,12,0,15,0,1,0
Powell Group,1,38,1,4,0,0,0
"Lewis, Wiley and Gomez",1,16,1,2,1,1,0
Tyler Ltd,0,17,0,16,0,1,1
Jones-Hunter,1,11,1,4,0,1,0
Valentine PLC,1,45,1,0,1,0,0
"Smith, Hughes and Montgomery",0,45,1,14,1,1,1
"Johnson, Thompson and Pennington",0,34,0,3,1,0,1
"Johnson, Taylor and Hayes",1,8,0,9,1,1,1
Stone-Davis,1,13,1,17,0,1,0
Roman Group,1,14,1,11,1,0,0
Berg-Reynolds,1,30,1,10,1,1,0
Mitchell Ltd,0,45,0,6,1,1,0
Hill-Brown,1,6,1,16,1,0,0
Horne Ltd,0,30,1,19,1,1,0
"Sanchez, Stafford and Lamb",0,9,0,6,1,1,1
"Hubbard, Rocha and Young",1,23,0,19,1,1,0
Fowler PLC,0,14,1,7,0,0,1
"Franklin, Wilson and Floyd",1,10,0,18,1,1,1
Williams-Herring,1,18,0,6,1,1,0
Bowman Group,1,49,1,3,1,1,0
"Mahoney, Ward and Stewart",0,40,1,15,0,0,1
Ramirez PLC,1,49,1,3,1,0,1
"Rojas, Snyder and Decker",1,43,1,17,0,1,0
Obrien-Griffin,1,49,1,1,0,0,1
Baker-Rodriguez,1,40,1,1,1,1,1
Hester Ltd,1,43,1,7,1,0,0
Bailey Group,0,42,0,17,1,0,0
"Smith, Page and Gross",1,9,0,16,0,0,1
"Williams, Morrison and Mclaughlin",1,1,0,20,0,1,1
Thomas-Vasquez,1,47,0,3,1,1,0
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
Butler-Johnson,0,9,1,12,1,1,0
"Leblanc, Byrd and Gonzalez",1,26,1,0,1,1,1
"Martin, Hensley and Sanders",1,15,1,18,0,0,0
Jackson Group,0,20,1,12,1,1,1
Clark PLC,1,19,1,15,0,1,0
Moss-Spears,0,4,1,15,1,1,0
Paul LLC,1,24,1,6,0,0,0
"Cabrera, Steele and Scott",1,34,0,15,1,0,0
"Davis, Adams and Santos",1,46,0,10,0,1,1
"Sullivan, Knight and Myers",0,2,1,17,0,1,0
Morris and Sons,1,12,0,15,0,1,0
"Henderson, Mclean and Woods",0,20,1,10,0,1,0
Wallace-Mcneil,0,16,0,19,1,0,1
Berger PLC,1,30,1,8,1,1,0
Grimes-Rogers,1,40,0,2,0,1,1
"Hernandez, Franco and Obrien",1,6,1,14,0,1,0
Johnson and Sons,0,6,1,7,1,1,1
Smith-Little,1,18,0,5,0,1,0
Berry Group,1,0,0,20,1,0,1
Crawford-Warren,1,28,1,11,1,0,0
"Palmer, Brown and Williams",0,9,1,1,0,1,1
Mason Inc,1,12,1,11,1,0,0
"Velasquez, Warner and Russell",1,44,0,19,0,0,1
"Lewis, Miller and Rodriguez",1,34,0,15,0,1,1
Cole-Ross,0,34,0,6,0,0,1
Parker Inc,1,5,1,0,1,1,0
"Hale, Kim and Brown",0,31,0,1,1,0,1
Jones-Moore,1,20,0,6,1,1,0
Park-Williams,1,33,1,7,1,1,0
"Davis, Jordan and Campbell",1,5,1,20,1,0,0
Daniels PLC,0,39,1,17,1,1,1
Mckee-Monroe,1,33,0,13,1,1,0
"Smith, Williams and Miller",1,0,1,8,1,1,0
Sutton-Davis,1,30,1,19,0,1,0
"Mckenzie, Ewing and Vaughn",0,25,1,13,1,0,1
"Love, Bush and Ramirez",0,32,1,9,0,0,1
Maddox LLC,0,26,1,12,1,1,0
"Taylor, Pratt and Fuentes",1,28,0,2,1,0,1
Harper Inc,1,25,1,9,1,1,0
Richards Ltd,1,29,0,17,1,0,0
"Anderson, Jones and Byrd",1,10,0,11,1,1,1
Larsen-Blankenship,1,33,0,10,0,1,1
Horne Ltd,0,30,1,19,1,1,0
"Ray, Ellis and Barrett",0,14,0,11,0,0,1
Ford-Dixon,0,39,1,4,1,0,1
Ballard Group,1,5,1,1,1,1,0
Ellison-Gray,1,32,1,4,0,1,0
Long LLC,1,49,1,20,0,1,0
Anderson and Sons,0,48,0,20,0,1,0
"Rojas, Snyder and Decker",1,43,1,17,0,1,0
Johnson and Sons,1,3,1,9,1,1,1
"Montgomery, Gonzales and Gill",0,44,1,9,0,0,1
Owen-Green,1,41,0,18,0,0,0
"Miller, Dawson and Nichols",1,15,0,18,1,0,0
Rios Ltd,1,24,0,9,1,0,0
Ellison-Gray,1,32,1,4,0,1,0
Lee-Warren,0,5,1,1,0,1,1
"Rhodes, Martin and Kim",1,47,1,7,1,0,0
Rodriguez-Jackson,1,18,1,6,1,0,1
Wallace-Flores,1,31,0,10,0,0,1
"Rojas, Snyder and Decker",1,43,1,17,0,1,0
Rojas-Wright,0,16,0,6,0,0,1
Henry LLC,1,45,1,2,1,1,1
Dominguez Inc,1,45,1,11,0,1,0
Richardson-Alvarado,1,49,1,10,0,1,1
Mendoza-York,1,36,1,14,1,1,0
Simmons-Yang,0,21,1,15,1,1,0
Coleman Inc,1,16,1,18,1,1,0
Martin-Underwood,1,4,1,3,0,0,1
Carter-Brown,1,19,1,20,0,1,1
Reid-Mckee,1,49,1,11,0,1,0
Cook and Sons,0,33,0,4,1,1,1
"Campbell, Oconnor and Allen",1,3,1,6,1,1,0
Hall-Shannon,0,11,0,8,0,1,1
Edwards Inc,1,48,0,16,0,1,0
Moore Group,0,35,1,0,0,1,1
Becker PLC,1,34,1,2,1,1,0
Harper Inc,1,25,1,9,1,1,0
"Gutierrez, Perez and Montes",1,29,1,14,0,0,0
Pearson-Rosales,1,26,1,5,1,1,0
Morton-Foster,1,1,1,1,1,1,0
Cook PLC,1,9,0,15,0,1,1
Sanders-Harris,1,25,1,6,0,0,0
Garrison Inc,1,31,1,4,1,1,0
Boyer Ltd,1,45,1,8,0,1,1
Berry PLC,0,46,0,3,0,0,1
"Marshall, Williams and Benson",1,23,1,14,0,0,1
"Miller, Callahan and Villegas",1,5,0,0,0,1,1
Keith-Mcneil,1,22,1,18,0,1,0
"Hobbs, Norton and Burns",1,49,0,16,1,1,0
"Wade, White and Fletcher",0,50,0,0,1,1,1
Gonzalez Inc,1,22,1,6,1,1,0
Robertson-Thomas,1,42,1,2,1,0,1
Coleman Inc,1,16,1,18,1,1,0
Garcia Group,0,20,1,9,0,0,1
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
Carroll and Sons,0,36,1,10,1,1,0
Smith Inc,1,5,0,6,0,1,0
Campos-Tyler,1,45,0,5,1,1,0
Mason Inc,1,20,1,13,1,1,0
Murphy and Sons,1,17,0,2,0,1,1
"Richardson, Clark and Barber",0,11,1,16,1,1,1
Arnold Inc,1,22,1,18,1,1,0
Alexander-Fisher,1,45,1,19,1,0,1
Garrison Inc,1,31,1,4,1,1,0
"Mercado, West and Delgado",0,31,0,20,0,0,1
Burton PLC,1,10,0,18,1,0,1
Blankenship PLC,1,1,1,18,1,0,0
"Peterson, Lee and Hall",0,5,1,17,1,1,1
Morton-Foster,1,1,1,1,1,1,0
Spencer Inc,1,36,0,2,0,1,1
Boyd-Ballard,1,21,0,17,1,0,1
Lopez-Schultz,0,26,0,2,0,1,1
Martin-Graham,0,32,0,16,1,0,1
Rivera Ltd,0,29,1,10,0,1,1
Hayes-Ali,1,11,0,1,0,1,0
"Skinner, Wilson and Moore",1,34,1,0,1,1,0
"Lopez, Bruce and Taylor",1,19,1,15,0,1,1
Pierce-Little,1,4,0,4,0,1,0
Glass-Frye,1,5,1,5,0,1,0
"Frank, Beltran and Johnson",1,23,1,20,1,1,0
"Carter, Parker and Hernandez",0,27,1,14,1,1,0
"Kim, King and Arroyo",0,4,0,17,0,1,1
Martin-Tanner,0,3,0,14,1,0,1
"Gonzalez, Lutz and Mendez",0,44,0,20,0,0,1
Peterson-Richmond,1,48,1,5,0,1,1
"Murphy, Avila and Goodman",1,1,1,17,0,1,1
Miller-Marquez,1,38,1,19,1,1,0
"Pearson, Walsh and Campbell",1,10,1,11,1,1,0
Shaw-Sanchez,1,35,0,2,0,0,1
"Russell, Dudley and Alvarez",1,50,1,15,0,0,0
Martin-Chavez,1,15,1,15,0,1,1
Brooks Ltd,1,48,1,13,1,1,0
Harmon PLC,0,36,1,0,0,0,1
Arnold Inc,1,22,1,18,1,1,0
Avila Group,1,25,1,17,0,1,1
"Ellis, Maxwell and Simpson",0,48,0,14,0,1,0
Rivera Inc,0,10,1,12,1,1,1
"Valdez, Campos and Fields",0,37,1,12,1,0,1
Smith-Miller,1,22,0,19,1,1,0
Peck LLC,1,11,0,16,0,1,1
Mendez-Reynolds,1,48,0,12,1,1,1
"Mcdaniel, Hammond and Rodriguez",0,18,0,9,1,1,1
"Pugh, Salazar and Leblanc",0,42,1,11,1,1,0
Hughes-Cruz,1,0,1,0,0,1,1
Hernandez PLC,0,27,0,7,1,0,1
"Fuentes, Dominguez and Walker",1,26,0,15,1,0,1
Barnes Ltd,1,17,1,14,1,1,0
Klein-Calderon,0,24,0,13,0,0,1
Smith Inc,1,40,0,11,1,1,1
Huff-Garcia,0,27,1,12,0,0,1
Johnson PLC,0,40,0,17,1,1,1
"Nielsen, Rodriguez and Martinez",0,31,1,14,1,0,1
Bell-Spencer,0,27,1,5,0,0,1
Clay PLC,1,34,0,4,1,0,0
"Petty, Doyle and Shaw",1,42,0,13,1,0,1
Green-Wilson,1,9,0,12,1,1,0
Coleman Inc,1,16,1,18,1,1,0
"Branch, White and Weaver",1,48,1,12,1,0,1
Williams-Lopez,1,10,0,12,0,1,1
Parker Inc,1,5,1,0,1,1,0
Jackson-Craig,1,21,1,14,1,0,1
"Key, Davis and Cain",1,33,1,0,0,1,1
Owens LLC,0,48,1,7,1,0,1
Bailey-Wheeler,1,25,1,12,1,1,0
"Archer, Boyd and Gordon",1,48,1,8,0,1,0
Brown-Mitchell,1,45,1,8,0,1,0
Krause and Sons,1,2,1,13,1,1,0
Patel-Glass,0,37,1,16,1,0,1
Williams-Underwood,1,6,1,14,1,1,0
Dominguez-Jones,1,50,1,9,1,0,0
Rivera Group,1,17,1,5,1,1,0
Evans-Taylor,1,20,1,14,1,1,0
Yu and Sons,1,36,1,9,0,0,1
Washington-Medina,0,27,0,4,1,0,1
"Hernandez, Jones and Mercer",1,32,1,20,0,0,1
"Madden, Zimmerman and Turner",1,19,1,2,0,1,0
Barajas PLC,1,45,1,4,1,1,0
Hoffman LLC,1,31,0,15,1,0,0
"Perry, Thomas and Morrow",1,19,0,3,1,1,1
Taylor and Sons,0,34,1,0,0,1,0
"Hunt, Rios and Kane",1,18,0,13,1,1,1
"Pineda, Ray and Curtis",1,24,1,7,1,0,1
"Lewis, Cox and Hernandez",0,30,0,4,1,0,1
"Dorsey, Barry and Hill",0,25,1,17,1,1,1
"Evans, Beard and Hill",1,39,0,14,1,1,0
Flores-Watson,0,35,1,7,0,1,1
Vega PLC,0,31,1,15,0,1,1
Lee-Andrews,1,35,1,1,1,1,1
Lucas Inc,1,27,0,2,1,0,1
Lee and Sons,1,18,1,19,0,1,1
Carroll and Sons,0,36,1,10,1,1,0
Foster-Conley,0,3,1,10,1,0,1
"Mcintosh, Walters and Lynch",1,37,1,0,1,0,1
Mullins Ltd,1,10,1,4,1,1,1
Webster Group,1,12,1,6,0,0,1
"Jenkins, Lopez and Sanders",1,27,0,7,1,1,1
"Hughes, Ortiz and Dennis",1,10,0,14,1,0,1
"Young, Foster and Young",1,16,0,16,0,1,0
"Ramirez, Graham and Clark",1,45,0,0,1,0,1
Hernandez and Sons,1,8,0,14,1,1,0
"Rogers, Moore and Young",1,7,1,6,0,0,1
King LLC,1,31,0,7,1,1,1
Rose-Ross,1,9,0,17,0,1,1
"Gomez, Barnes and Hamilton",0,19,0,20,1,1,1
"Ellis, Sullivan and Jones",0,26,1,1,0,1,1
Stone-Davis,1,13,1,17,0,1,0
Harrison Inc,1,11,1,18,0,1,1
"Peters, Williamson and Lewis",1,35,1,7,1,0,0
Morris-Ferrell,1,0,1,12,1,1,0
Wade LLC,0,25,0,1,1,1,1
Hill and Sons,1,42,0,5,0,0,1
"Hicks, Scott and Holloway",0,9,1,20,1,1,0
Conway Ltd,0,18,0,3,1,1,1
"Hall, Garrett and Allison",1,7,1,9,1,1,0
"Clements, Cordova and Hudson",0,50,1,3,1,1,0
Moreno Group,0,23,0,4,1,0,1
Ewing Ltd,1,37,1,12,1,0,1
Pena-Carter,1,17,1,6,0,0,1
Clark PLC,1,19,1,15,0,1,0
"Hester, Gallagher and Mcknight",0,17,0,19,1,0,1
Horne and Sons,1,12,1,19,1,1,0
Allen LLC,1,2,0,3,1,0,0
Mcgrath Group,1,23,1,20,1,0,0
Evans-Taylor,1,20,1,14,1,1,0
Gordon-Thomas,1,43,0,4,1,1,1
Briggs-Johnson,1,4,1,20,1,0,0
Garcia Group,0,12,1,18,0,0,1
Bailey-Wheeler,1,25,1,12,1,1,0
"Hayes, Burton and White",1,47,1,2,0,1,0
Peterson Ltd,1,4,1,4,0,0,1
"Hickman, Kelly and Black",0,27,1,9,0,1,1
"Thompson, Vasquez and Morris",1,17,0,11,1,0,1
Reed-Lucas,0,16,0,8,1,0,1
"Williams, Bryant and Fuller",1,47,1,3,0,1,0
Randolph-Swanson,1,29,0,16,1,0,1
Gross Inc,1,22,0,5,0,1,1
Black-Marks,0,41,1,11,0,0,1
Jackson-Williams,1,18,1,4,0,0,1
Higgins Inc,0,15,0,14,1,0,1
May-Patterson,1,29,0,13,0,1,1
Hays LLC,1,49,0,11,1,0,0
Perkins Ltd,1,27,1,15,1,1,0
"Martinez, Irwin and Day",0,25,1,19,0,1,1
Walker PLC,1,20,1,6,1,1,1
Alvarez PLC,1,0,0,9,1,1,0
"Gutierrez, Bowman and Johnson",0,28,0,12,1,1,1
Alvarez Group,0,29,0,5,0,1,1
"Lewis, Tyler and Hayes",1,37,1,10,0,0,1
Thornton PLC,1,14,1,20,1,1,0
Butler and Sons,1,15,0,0,1,1,1
"Bell, Berry and Sharp",1,40,1,11,1,1,0
Carter-Reyes,1,42,1,16,1,1,0
Phillips Inc,0,31,0,20,0,0,1
"Wood, Johnson and Meyers",0,24,0,11,1,1,0
Moreno-Malone,0,16,1,16,1,0,1
Lopez LLC,0,30,0,20,1,1,1
"Skinner, Wilson and Moore",1,34,1,0,1,1,0
Newman Inc,1,29,1,15,1,1,1
Kim LLC,1,6,1,13,0,0,1
"Chaney, Clarke and Anderson",0,26,1,0,1,0,1
"Gonzales, Garcia and Mills",1,35,0,9,1,1,0
Perez-Smith,0,18,1,20,1,0,0
Archer-Stewart,0,47,1,17,1,1,1
Gonzalez Ltd,0,42,1,16,1,1,0
Townsend-Schmidt,1,29,0,13,1,1,1
Adams LLC,1,1,1,6,1,1,1
Howard-Taylor,1,7,0,2,0,1,1
"Kidd, Moyer and Rogers",1,36,1,0,1,0,0
Austin-Gonzalez,0,50,1,3,0,1,1
"White, Huang and Smith",0,15,0,9,1,1,1
Bauer-Brooks,0,1,1,0,0,1,1
Sanders and Sons,1,17,0,17,1,1,0
"Smith, Gonzalez and Murphy",1,2,1,3,1,1,0
"Johnson, Chambers and Evans",1,6,0,3,0,0,1
Miranda-Barton,0,21,0,7,0,1,1
Gomez-Jones,1,20,1,6,1,1,0
Smith-Cantrell,1,1,1,17,0,1,1
Flores-Smith,1,40,0,7,0,0,1
"Edwards, Cross and Silva",1,21,0,1,1,0,1
Brady Group,1,29,1,6,1,1,0
Ward LLC,0,44,0,7,1,0,1
Ramirez-Kane,0,6,0,12,0,0,1
Burns PLC,1,20,1,0,0,1,1
"Luna, Humphrey and Davis",0,14,0,10,1,0,1
"Bauer, Morris and Kent",0,34,0,3,0,1,1
"Brooks, Valdez and Lowe",0,7,1,12,1,1,0
Pearson-Harris,1,7,1,0,0,0,1
Thornton PLC,1,14,1,20,1,1,0
Hawkins Ltd,1,28,0,1,0,1,1
"Pugh, Salazar and Leblanc",0,42,1,11,1,1,0
"Hicks, Scott and Holloway",0,9,1,20,1,1,0
Randall-Mclean,1,39,0,6,0,1,1
Wood-Walsh,1,27,1,9,1,1,0
"Lewis, Morrison and Bates",0,13,0,8,1,1,1
"Valencia, Woods and Duncan",0,31,1,13,0,1,0
Berger PLC,0,36,1,6,1,0,0
Davis PLC,1,11,0,5,0,1,1
Navarro PLC,0,31,1,13,1,0,0
Hunter-Cunningham,0,15,1,13,1,0,1
Garza-Ross,0,15,1,7,0,1,1
Tran-Brown,1,37,0,9,0,0,1
Davis-Kaiser,1,6,1,17,0,0,0
Miller-Murphy,0,40,0,9,0,1,1
"Wood, Johnson and Meyers",0,24,0,11,1,1,0
"Young, Foster and Young",1,16,0,16,0,1,0
Craig LLC,0,39,0,5,1,0,1
Young-Ross,1,12,1,13,1,1,0
King and Sons,1,43,1,20,0,1,0
Sanchez LLC,1,35,0,1,1,1,0
"Beard, Smith and Anderson",1,10,1,1,0,0,1
"Campbell, Mack and Miller",1,25,0,2,0,1,1
Harrison PLC,0,44,1,14,1,0,0
"Barton, Knight and Villanueva",1,35,1,9,1,1,0
Howard and Sons,1,12,0,19,1,0,1
Roman-Lee,0,5,0,12,1,1,1
"Nielsen, Garcia and Kennedy",0,21,1,2,1,1,1
"Murphy, Mcintosh and Moore",1,30,0,16,0,1,1
Kennedy-Castillo,1,41,1,20,0,0,1
Simmons-Sampson,0,36,0,4,1,1,1
"Foster, Jackson and Hobbs",0,6,0,9,0,0,1
Patel LLC,0,32,0,13,1,1,1
Turner Group,1,21,1,2,1,1,0
Williams-Herring,1,18,0,6,1,1,0
Stephens-Boyd,0,17,1,9,0,0,1
"Smith, Black and Walter",1,43,0,15,0,0,1
Johnson LLC,1,5,1,14,0,0,1
Burton-Maynard,1,2,1,12,0,0,1
Young-Pierce,0,36,0,17,1,0,1
"Pugh, Salazar and Leblanc",0,42,1,11,1,1,0
Hernandez-Williams,1,21,1,17,1,1,1
"Collins, Hamilton and Wagner",1,5,0,6,0,1,1
"Zavala, Stone and Mccarthy",0,3,0,3,1,0,1
Gonzalez Ltd,0,42,1,16,1,1,0
Perez-Carter,1,34,0,5,0,0,1
"Madden, Zimmerman and Turner",1,19,1,2,0,1,0
Ramsey PLC,0,42,0,9,0,0,1
Pittman-Eaton,0,48,1,1,1,1,1
Suarez-Obrien,1,44,1,15,0,1,0
Hayes-Hicks,0,44,1,5,0,1,0
Carpenter-Evans,1,45,1,6,1,1,0
Ray Inc,0,31,1,5,1,0,0
Brown-Young,0,3,1,6,1,1,1
Bullock-Werner,1,21,0,12,0,0,1
"Walters, Estes and Garrett",1,21,1,11,0,1,1
Martinez Inc,0,36,1,5,0,1,1
Parsons-Russell,1,7,0,15,1,1,0
Buck Group,0,3,0,12,1,1,1
Patterson-Hall,1,28,0,3,0,1,0
Wong Ltd,1,31,1,7,1,0,1
"Collier, Combs and Wang",1,11,0,15,1,1,1
Pierce-Salazar,1,19,1,2,1,1,0
Potts-Palmer,1,47,0,14,1,0,0
Dillon-Allen,0,50,1,19,1,1,1
"Thomas, Harding and Williams",1,48,0,4,0,0,1
Collins-Gross,1,46,1,10,1,1,0
Cox-Hernandez,0,18,1,8,1,1,1
Larson Inc,0,47,0,1,1,1,1
"Dillon, Torres and Meyer",1,41,1,19,1,0,0
Mitchell Ltd,0,45,0,16,0,0,1
Perry Inc,1,28,1,4,1,0,0
"Hartman, Meyers and Riley",1,32,0,15,1,1,1
"Martinez, Ramsey and Sheppard",1,40,1,11,0,0,1
Morales PLC,0,13,0,13,1,0,1
Collins and Sons,0,4,1,13,1,1,1
"Pham, Meadows and Ellis",1,20,0,16,0,1,0
Hays LLC,1,49,0,11,1,0,0
Hayes and Sons,1,19,1,2,0,0,1
"Payne, Jordan and Giles",0,7,0,16,1,1,1
"Pineda, Garcia and Barrett",0,10,1,9,0,1,0
Moreno-Olson,1,48,1,11,0,0,0
"Gross, Rosario and Sweeney",0,32,1,5,1,0,1
Randolph-Cox,0,1,0,20,0,0,1
Jones-Barnes,0,37,0,20,0,0,1
Castillo-Robinson,1,19,0,11,1,1,1
"Dixon, Gordon and Sanders",0,11,1,2,0,1,1
"Rojas, Hooper and Hernandez",0,18,1,1,0,0,0
Joseph-Herring,1,4,1,8,0,1,1
Davis-Miller,1,26,1,3,1,0,0
Monroe LLC,1,8,0,0,1,0,1
"Smith, Smith and Cooper",0,20,1,20,1,0,0
"Ellis, Lewis and Black",1,13,1,20,0,0,1
Hughes LLC,0,50,0,11,0,0,1
Clark PLC,1,40,1,12,0,0,1
Fuentes-Garrison,0,4,0,8,0,1,1
Ryan LLC,0,35,1,20,1,1,0
Stephens-Pratt,1,3,0,2,1,0,0
Young Inc,0,17,0,13,0,0,1
Browning LLC,1,9,1,7,1,0,1
Rios Ltd,1,24,0,9,1,0,0
Bautista-Parker,1,6,1,6,0,0,1
"Farrell, Butler and Davila",0,26,1,7,1,1,0
Murphy Group,1,36,0,9,1,0,1
Webb Inc,1,25,0,3,1,1,1
Woodward-Sullivan,1,25,1,6,1,0,0
Hutchinson-Hernandez,1,40,0,13,1,0,1
Baker-Elliott,1,39,1,15,1,1,1
West-Gray,1,42,0,4,1,0,1
"Rivera, Drake and Taylor",0,25,1,6,1,1,0
"Perkins, Nguyen and Ross",1,44,0,6,1,1,1
Pierce Inc,1,5,1,7,1,0,1
"Mccormick, Rodriguez and Beck",0,47,0,14,1,0,1
Hernandez Inc,1,26,0,14,1,1,0
Edwards-Durham,0,49,1,10,1,1,0
"Garza, Jones and Boone",0,27,1,11,0,1,1
Levy PLC,1,39,0,10,1,1,0
Austin-Wu,0,17,1,20,1,0,1
"Payne, Smith and Fernandez",1,20,1,5,0,0,1
"Davis, Cruz and Thompson",0,19,1,18,0,0,1
"Washington, Anderson and Smith",0,37,1,4,1,0,1
"Cross, Pham and Nguyen",1,6,0,3,1,1,0
Schmidt-Neal,1,16,0,12,0,1,0
Bailey LLC,0,0,1,12,1,1,0
"Campbell, Hart and Patterson",0,25,0,5,0,0,1
"Montoya, Mejia and Townsend",1,15,0,6,1,1,1
"Reed, Burke and Hart",0,17,1,15,0,1,1
"Hernandez, Franco and Obrien",1,6,1,14,0,1,0
"Ho, Harrison and Herrera",1,47,1,5,1,1,0
"Barr, Warren and Hendrix",1,13,1,12,0,1,1
"Montgomery, Carpenter and Martinez",0,16,0,2,0,1,1
Brady Group,1,29,1,6,1,1,0
Wilson-Galvan,1,28,0,9,1,0,1
White-Williams,0,15,0,16,0,1,1
Meadows PLC,1,1,1,6,1,0,0
Fitzgerald-Anderson,1,33,0,12,1,0,0
"Horton, Miller and Watson",1,1,1,11,0,0,1
"Butler, Gardner and Kim",1,3,0,5,0,1,1
Armstrong-Black,1,40,1,10,0,0,1
"Gonzales, Garcia and Mills",1,35,0,9,1,1,0
"Robinson, Davis and Adams",0,9,1,14,1,1,1
Williams LLC,0,42,1,2,1,1,0
Roberts LLC,0,4,1,18,1,1,1
"Stone, Rogers and Ward",1,20,1,15,0,1,0
Carr Group,0,16,1,19,1,1,0
"Mendoza, Brown and Jackson",1,24,1,12,0,0,0
Reynolds Group,0,13,1,8,1,1,1
"Elliott, Martinez and Riddle",0,42,1,4,0,1,1
"Taylor, Stevens and Duffy",1,14,1,4,0,1,1
"White, Baker and Bailey",0,35,1,0,1,1,0
Johnson-Galvan,0,14,1,1,1,0,1
Neal and Sons,0,23,0,12,1,1,1
Andrews Ltd,1,27,0,20,1,1,1
Richardson-Cain,1,6,1,10,1,0,0
"Becker, Hall and Hawkins",1,11,0,13,0,1,1
"Cantrell, Roth and Collier",1,13,1,1,0,0,1
Wilson Group,1,26,1,2,0,1,0
Brooks Group,0,8,0,2,0,1,1
Sullivan-Washington,0,25,1,1,0,1,1
Buck LLC,0,18,0,0,1,1,1
"Braun, Rogers and Vargas",0,0,0,14,1,1,1
"Hobbs, Elliott and Burns",0,44,0,11,1,0,1
Morgan PLC,0,26,1,10,1,0,1
Morales PLC,1,3,1,14,0,1,1
Montes-Miles,1,39,0,7,1,1,0
Ferrell PLC,1,25,1,2,1,1,1
Thompson Ltd,1,7,1,16,1,1,0
"Kennedy, Hughes and Vasquez",1,28,1,17,1,1,0
Johnson-Landry,1,47,1,10,0,0,1
Jacobs-Valdez,1,1,1,14,1,0,1
"Cunningham, Johnson and White",0,45,1,10,0,0,1
"Torres, Choi and Robbins",0,11,1,8,1,0,0
Green Inc,1,46,1,12,1,1,0
Johnson LLC,1,50,0,5,1,0,0
Anderson Inc,1,21,0,6,0,1,1
Long-James,1,20,0,12,1,0,1
Ford-Alexander,0,30,1,9,0,0,1
"Oneal, King and Vazquez",1,9,1,1,1,0,0
Pierce-Little,1,4,0,4,0,1,0
Ford and Sons,0,36,1,14,1,1,0
Clark LLC,0,50,1,3,0,0,1
Riley-Shelton,1,42,1,16,0,0,1
Meyer-Clark,1,31,1,3,1,0,1
King-Clayton,1,50,0,0,0,1,1
Myers-Moore,0,9,1,10,1,1,0
Patterson-Moreno,1,34,0,19,0,1,0
Allen-Gonzalez,0,29,1,13,1,0,0
"Sutton, Nelson and Arias",0,37,1,18,0,1,1
Boone PLC,1,4,0,15,1,0,1
Barnett LLC,1,42,0,20,0,1,1
"Hardy, Bell and Walker",0,0,1,19,1,1,0
Johnson-Ramirez,1,47,1,15,1,1,0
Weaver-Hicks,0,46,0,20,0,1,1
Perry LLC,1,29,1,8,1,0,1
Chapman-Cardenas,1,33,1,17,0,1,1
"Wilson, Davis and Brown",0,29,1,12,1,1,0
Brooks Ltd,1,48,1,13,1,1,0
Alvarez PLC,1,0,0,9,1,1,0
Lyons-Maldonado,1,23,0,10,1,0,1
Thompson-Smith,1,50,1,20,0,0,1
"Kelly, Dominguez and Dickson",0,19,1,12,0,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
"Ryan, Pham and Rogers",0,21,1,4,0,0,0
Wheeler Group,1,44,0,2,1,0,1
Wood Inc,1,18,1,19,1,1,0
Thornton Ltd,0,15,0,16,0,0,1
